voltage_v,current_a,temp_c,vibration_g,failure
250.42,8.95,39.76,0.1125,0
229.09,12.9,54.55,0.0494,0
233.43,16.77,53.32,0.0481,0
225.6,7.52,40.95,0.0069,0
230.9,14.0,89.33,0.2322,1
233.78,9.63,60.79,0.0484,0
248.06,18.16,62.02,0.0267,1
229.13,8.89,62.53,0.0973,0
235.17,9.31,59.68,0.0847,0
226.43,22.67,55.45,0.0621,1
231.86,12.11,55.63,0.0882,0
233.42,14.69,90.89,0.1704,1
227.95,10.3,66.4,0.0926,0
232.37,20.02,101.72,0.0928,1
222.91,19.64,60.0,0.0186,1
235.03,9.31,100.89,0.079,1
230.56,5.48,63.39,0.0749,0
224.48,9.64,70.05,0.0551,0
228.83,8.65,67.13,0.0575,0
243.07,12.18,40.28,0.0203,0
228.95,13.96,40.31,0.099,0
234.28,12.39,82.75,0.1266,0
234.25,15.69,52.37,0.0881,0
235.8,11.33,54.06,0.0955,0
218.95,10.62,31.84,0.2478,0
219.65,13.39,66.03,0.2741,0
222.52,14.85,72.91,0.0719,0
236.07,17.51,68.16,0.2154,0
232.62,10.76,51.07,0.0633,0
232.12,18.58,50.64,0.1347,1
228.79,8.63,68.55,0.0984,0
216.75,12.73,54.67,0.0631,0
224.0,8.79,63.1,0.027,0
232.11,9.13,64.59,0.0718,0
228.3,10.77,57.41,0.0901,0
231.79,11.6,53.49,0.1299,0
214.43,5.87,51.15,0.3397,1
229.87,21.41,45.51,0.0164,1
209.13,11.3,74.53,0.1295,0
216.96,12.91,36.09,0.1813,0
220.29,7.32,37.96,0.0523,0
211.57,20.5,66.37,0.0011,1
221.98,14.03,71.56,0.0194,0
232.77,18.42,60.83,0.0106,1
241.66,5.85,62.89,0.0965,0
224.65,13.08,77.79,0.0048,0
223.43,11.61,49.21,0.0001,0
228.8,6.08,70.49,0.1737,0
227.32,6.48,71.82,0.0409,0
219.87,9.95,81.72,0.0936,0
235.42,23.59,66.24,0.0994,1
227.06,12.51,54.3,0.0439,0
223.41,14.96,38.1,0.1333,0
224.31,13.39,44.11,0.1163,0
253.51,10.1,77.59,0.1162,0
237.75,7.95,54.23,0.2348,0
226.61,8.98,45.19,0.155,0
205.64,13.05,37.79,0.0396,0
212.96,10.75,42.15,0.0485,0
230.86,9.89,53.01,0.1384,0
227.09,12.3,55.7,0.0108,0
218.48,14.36,69.68,0.181,0
228.68,6.83,61.63,0.0462,0
222.55,5.6,44.36,0.0588,0
223.59,9.33,74.84,0.0139,0
228.27,8.16,65.59,0.0378,0
219.84,8.32,58.53,0.1319,0
216.14,17.92,48.8,0.0415,0
216.46,14.66,89.91,0.0357,1
225.95,20.56,84.92,0.0419,1
214.17,6.17,39.23,0.0443,0
251.9,12.48,46.02,0.0768,0
239.33,9.55,73.44,0.0551,0
237.2,11.64,70.63,0.1605,0
221.15,10.92,28.35,0.1673,0
221.52,11.66,64.53,0.015,0
215.84,15.41,48.28,0.1485,0
248.38,14.65,39.9,0.0375,0
243.43,12.71,60.16,0.1211,0
236.72,12.34,74.67,0.0262,0
228.79,12.44,75.87,0.0609,0
226.12,10.26,37.57,0.0159,0
235.06,16.96,58.04,0.095,0
245.98,13.09,57.32,0.1223,0
236.43,17.1,59.81,0.1318,0
218.87,18.02,49.58,0.1755,1
222.34,11.01,76.63,0.0972,0
234.68,9.75,81.68,0.1447,0
221.36,9.8,74.3,0.0883,0
225.29,19.42,47.48,0.1684,1
245.1,9.44,45.61,0.0445,0
226.86,9.82,25.45,0.0326,0
214.24,12.98,75.86,0.2503,0
258.86,11.25,57.79,0.2003,0
240.88,11.81,85.44,0.051,1
229.36,6.39,63.49,0.0361,0
229.93,18.2,54.87,0.035,1
208.73,8.15,25.6,0.0789,0
226.07,13.3,88.24,0.0599,1
222.56,11.46,60.08,0.0961,0
230.98,20.26,59.62,0.1666,1
246.28,13.87,56.92,0.1183,0
234.4,14.33,46.21,0.1274,0
250.3,11.88,91.44,0.1466,1
216.04,12.29,31.1,0.0472,0
214.58,13.16,59.71,0.0232,0
242.42,13.34,57.63,0.1042,0
231.04,12.88,76.58,0.0209,0
234.67,9.48,61.41,0.0707,0
229.73,13.8,32.95,0.084,0
231.95,8.49,66.17,0.0812,0
236.88,12.23,78.69,0.1737,0
232.53,6.41,28.18,0.0443,0
224.29,14.03,60.89,0.1746,0
253.3,7.25,77.87,0.0876,0
230.94,15.73,77.01,0.0909,0
228.01,8.89,62.4,0.0593,0
226.55,14.58,43.57,0.0449,0
233.41,18.18,46.88,0.1101,1
227.57,17.86,50.28,0.0506,0
209.71,11.68,59.06,0.0448,0
227.46,12.2,46.75,0.0264,0
219.17,9.83,71.34,0.1203,0
232.67,12.24,49.99,0.1842,0
229.7,8.95,53.16,0.1635,0
223.36,14.88,72.89,0.1583,0
239.41,9.53,84.15,0.0102,0
229.29,16.74,62.95,0.231,0
226.23,10.67,55.73,0.1158,0
226.38,10.59,74.65,0.1233,0
226.16,9.83,28.44,0.0949,0
235.07,9.34,73.23,0.0873,0
222.21,14.7,73.77,0.0843,0
230.7,18.44,56.34,0.1455,1
224.96,11.94,86.03,0.0861,1
223.57,11.59,83.03,0.122,0
234.73,11.56,53.13,0.0438,0
220.65,21.56,80.04,0.124,1
235.21,5.99,83.07,0.169,0
233.1,14.4,56.32,0.1189,0
243.27,9.37,95.1,0.1199,1
212.41,17.89,58.86,0.0479,0
240.19,16.86,94.12,0.2203,1
226.97,16.96,52.11,0.1587,0
212.12,11.89,62.2,0.0961,0
223.41,11.43,23.8,0.0819,0
235.12,7.85,44.6,0.1015,0
229.14,14.03,61.96,0.1291,0
243.48,10.15,74.68,0.1349,0
226.62,6.72,76.1,0.0342,0
229.67,6.78,57.41,0.1261,0
228.15,13.5,78.18,0.0764,0
219.78,4.16,38.75,0.104,0
229.71,15.13,69.95,0.0928,0
227.81,12.01,77.99,0.0779,0
230.88,12.79,66.47,0.07,0
230.59,11.6,70.63,0.0562,0
230.02,8.47,75.55,0.1427,0
230.96,5.04,45.06,0.1316,0
241.0,18.08,79.48,0.0134,1
220.22,8.01,53.05,0.1126,0
222.76,13.16,45.79,0.0449,0
244.17,3.63,40.47,0.1406,0
242.71,12.57,63.76,0.101,0
232.59,11.04,62.44,0.071,0
250.24,18.48,43.96,0.0699,1
234.89,8.61,25.45,0.2389,0
248.74,14.92,57.97,0.1062,0
244.6,16.84,52.57,0.0728,0
246.28,7.47,27.93,0.0461,0
218.51,6.23,57.81,0.0442,0
236.68,18.73,36.83,0.1224,1
229.17,12.1,63.8,0.1137,0
216.62,11.56,72.31,0.0358,0
243.36,16.93,51.86,0.1656,0
241.94,14.32,69.19,0.1043,0
228.55,15.34,52.24,0.0664,0
223.82,14.31,55.48,0.2382,0
230.58,9.96,85.51,0.0369,1
211.86,16.13,75.16,0.0463,0
216.53,14.07,46.75,0.0129,0
227.0,11.16,58.82,0.0696,0
236.16,10.28,91.21,0.1501,1
228.15,11.1,55.04,0.0137,0
224.44,16.04,49.15,0.0381,0
221.72,12.22,61.51,0.0363,0
254.39,12.78,57.74,0.0804,0
219.26,10.53,29.29,0.0399,0
211.72,11.16,53.54,0.1552,0
224.24,13.92,55.54,0.043,0
235.18,17.19,45.1,0.126,0
231.08,14.96,63.47,0.0802,0
222.49,17.19,71.67,0.0353,0
231.92,17.86,37.01,0.1859,0
241.09,11.26,61.35,0.0856,0
232.04,15.51,48.83,0.0922,0
231.54,11.48,56.83,0.0952,0
231.57,15.13,43.93,0.0524,0
222.54,2.47,41.35,0.2071,0
234.49,12.55,74.11,0.0264,0
240.42,7.52,54.68,0.0569,0
243.52,12.53,52.85,0.1312,0
234.3,16.46,34.56,0.0137,0
230.15,5.47,60.33,0.1404,0
248.77,6.52,57.59,0.0981,0
231.2,15.05,42.81,0.1102,0
225.16,9.4,60.6,0.0681,0
223.11,6.78,35.54,0.0019,0
221.96,4.8,63.4,0.2094,0
224.97,16.79,74.83,0.1022,0
249.27,13.6,50.05,0.0386,0
222.43,9.81,55.38,0.0655,0
245.27,16.93,43.76,0.1239,0
227.95,14.06,34.55,0.0843,0
240.42,13.17,72.93,0.1609,0
219.21,12.11,53.27,0.0784,0
229.82,12.63,73.79,0.0537,0
213.84,7.04,49.86,0.1149,0
230.22,11.63,46.24,0.0869,0
237.87,2.93,38.12,0.0942,0
239.67,12.46,48.83,0.1494,0
229.95,11.87,67.27,0.0551,0
226.42,11.23,80.69,0.0653,0
230.87,15.92,49.86,0.0723,0
224.28,14.15,49.33,0.0314,0
224.27,15.64,72.04,0.0692,0
225.92,11.4,49.22,0.2066,0
232.28,11.26,77.02,0.1751,0
244.36,11.05,78.13,0.0064,0
242.99,12.56,51.11,0.093,0
226.81,10.99,56.48,0.0506,0
221.85,13.38,58.71,0.0334,0
222.67,9.54,69.7,0.0058,0
215.21,12.83,51.55,0.0171,0
237.28,14.15,77.94,0.1387,0
216.06,19.7,83.58,0.1072,1
207.42,18.84,41.39,0.1044,1
237.29,10.03,59.5,0.0302,0
236.85,10.77,75.47,0.0964,0
219.19,11.12,37.87,0.0296,0
233.03,8.82,69.84,0.202,0
216.81,10.26,82.06,0.0406,0
229.03,12.39,56.06,0.0711,0
233.59,17.26,44.3,0.0747,0
236.94,22.14,35.76,0.1033,1
233.96,9.23,63.35,0.1358,0
211.06,0.69,66.59,0.0074,0
233.02,11.14,51.47,0.0618,0
251.81,12.69,42.54,0.0592,0
233.93,9.6,60.66,0.0198,0
216.15,13.29,44.48,0.1648,0
222.9,8.8,54.66,0.093,0
224.88,11.0,45.5,0.0578,0
206.68,13.29,55.43,0.0549,0
231.01,12.5,50.9,0.1703,0
226.5,7.24,40.9,0.0838,0
226.96,11.23,68.95,0.0755,0
228.75,9.36,35.05,0.1285,0
222.78,15.96,106.89,0.0851,1
238.55,15.84,68.9,0.1804,0
231.84,18.77,79.78,0.077,1
224.66,10.8,57.37,0.0188,0
234.45,12.84,57.45,0.0631,0
233.55,13.38,79.22,0.0178,0
220.45,18.41,87.66,0.0168,1
228.27,18.29,78.54,0.006,1
228.26,9.89,83.31,0.1234,0
224.15,8.29,71.8,0.0187,0
216.43,1.34,67.12,0.0702,0
223.84,12.57,64.39,0.1051,0
242.66,13.89,46.66,0.0825,0
223.51,9.62,66.39,0.0276,0
238.99,8.64,47.48,0.2052,0
229.65,17.76,46.41,0.0109,0
231.68,10.25,71.43,0.0642,0
217.76,12.21,76.0,0.1159,0
241.64,16.81,60.5,0.025,0
250.6,2.92,46.98,0.158,0
223.02,18.95,56.46,0.1282,1
243.04,8.67,64.01,0.1202,0
217.31,8.57,82.63,0.0293,0
229.46,10.88,42.56,0.1294,0
218.28,16.55,35.7,0.0943,0
233.77,15.23,77.16,0.2409,0
227.96,13.69,54.02,0.1875,0
229.49,10.4,50.0,0.2983,0
243.12,16.62,41.9,0.2607,0
242.44,8.63,57.28,0.0532,0
228.28,20.04,60.73,0.0647,1
241.07,16.35,31.72,0.1028,0
241.5,13.8,76.18,0.0384,0
241.09,5.92,55.89,0.1768,0
231.48,11.03,97.41,0.0581,1
233.31,15.54,49.64,0.0099,0
227.16,13.1,56.66,0.1656,0
253.34,17.88,59.43,0.0116,0
233.99,13.85,92.58,0.1286,1
229.18,10.96,60.42,0.1193,0
235.03,10.04,83.5,0.1476,0
232.72,15.82,62.74,0.1362,0
250.62,14.99,56.34,0.0375,0
229.78,13.51,72.28,0.1327,0
237.66,0.58,60.83,0.0359,0
228.81,14.17,75.53,0.1093,0
213.13,8.7,77.25,0.0746,0
230.01,10.58,74.8,0.0847,0
238.53,7.07,50.79,0.0022,0
231.36,18.18,57.7,0.1452,1
218.44,11.07,62.46,0.0116,0
245.85,13.79,64.25,0.1856,0
218.1,14.81,73.84,0.0905,0
222.27,10.34,79.38,0.1443,0
218.75,8.59,44.93,0.2699,0
219.64,10.88,90.87,0.0698,1
230.45,12.77,52.96,0.1655,0
236.11,17.02,75.72,0.028,0
224.13,10.69,58.45,0.0201,0
235.64,9.54,56.31,0.0731,0
237.69,11.12,61.93,0.0728,0
226.71,14.92,42.12,0.3169,1
214.86,10.21,48.91,0.0198,0
245.14,11.91,57.54,0.1925,0
223.29,8.53,65.96,0.1303,0
207.9,11.29,59.87,0.2663,0
226.11,9.71,73.45,0.0697,0
235.84,12.38,71.02,0.0522,0
237.34,12.11,85.94,0.0615,1
218.63,20.46,75.5,0.0612,1
211.51,9.22,58.95,0.0833,0
233.06,4.75,62.49,0.159,0
235.17,13.49,56.78,0.0859,0
241.18,14.43,86.16,0.1896,1
240.03,13.01,36.33,0.2083,0
231.47,12.8,43.08,0.0387,0
220.81,19.04,53.63,0.1157,1
225.17,14.95,57.7,0.0882,0
227.57,16.57,46.44,0.2372,0
220.85,11.12,48.18,0.0172,0
240.81,16.01,64.03,0.0884,0
240.28,9.97,61.23,0.0568,0
216.04,15.57,60.19,0.0142,0
226.78,12.16,66.55,0.0063,0
250.62,17.28,54.37,0.1216,0
241.63,9.19,76.4,0.2739,0
231.88,11.74,85.3,0.1111,1
240.96,7.27,45.97,0.1144,0
246.49,11.79,73.91,0.0085,0
230.95,10.41,41.9,0.0847,0
216.43,14.9,56.0,0.1172,0
238.6,8.73,60.15,0.1728,0
239.11,5.94,39.68,0.0072,0
219.94,10.6,52.27,0.111,0
232.61,10.31,45.16,0.0466,0
222.09,13.39,46.28,0.1053,0
213.55,12.4,78.56,0.0399,0
232.21,10.42,37.88,0.0681,0
244.52,14.86,60.44,0.0777,0
233.21,10.84,35.56,0.1471,0
231.77,17.21,60.01,0.1559,0
216.67,13.82,42.71,0.0773,0
236.28,14.19,80.59,0.0406,0
224.46,14.71,25.68,0.197,0
222.22,11.94,63.25,0.0049,0
238.82,7.54,55.81,0.0426,0
217.84,13.67,32.63,0.0154,0
227.88,9.81,55.79,0.14,0
218.52,11.58,73.58,0.0521,0
227.01,9.81,42.93,0.0577,0
208.08,11.69,36.57,0.1089,0
235.42,11.53,37.31,0.1437,0
233.9,12.06,67.27,0.0522,0
251.77,13.8,66.32,0.1269,0
232.42,11.55,68.38,0.1831,0
220.98,13.58,36.53,0.0966,0
239.92,15.49,81.17,0.0806,0
239.69,13.48,24.64,0.1288,0
243.07,17.47,38.42,0.106,0
210.39,12.56,45.26,0.09,0
222.99,9.98,72.42,0.1329,0
220.92,18.09,69.62,0.0834,1
245.29,10.04,63.64,0.0649,0
238.06,9.29,39.25,0.1287,0
241.3,6.42,87.26,0.0847,1
219.15,13.56,47.98,0.0782,0
231.33,-0.98,66.9,0.1027,0
213.73,9.05,56.03,0.2244,0
218.98,18.19,31.5,0.2595,1
231.24,10.78,42.51,0.1304,0
232.22,11.94,58.93,0.0577,0
233.93,12.89,67.82,0.0671,0
223.5,12.12,61.97,0.1468,0
234.25,11.96,56.76,0.0862,0
230.05,11.33,52.82,0.1309,0
245.7,11.98,65.84,0.0098,0
225.73,13.47,54.48,0.0465,0
211.65,4.98,19.48,0.0186,0
236.17,16.74,70.3,0.0518,0
233.36,16.11,33.67,0.1115,0
221.1,17.74,45.28,0.2057,0
226.73,14.5,53.64,0.0671,0
231.94,8.48,56.79,0.2307,0
226.21,12.93,54.87,0.1789,0
218.9,13.26,72.42,0.0862,0
228.0,7.33,27.61,0.0519,0
238.84,13.24,32.41,0.1908,0
226.38,11.29,58.88,0.1876,0
232.12,15.49,51.26,0.0369,0
228.19,13.32,28.92,0.1217,0
217.65,9.41,57.05,0.0348,0
228.94,12.04,69.77,0.0629,0
225.55,12.59,64.58,0.0715,0
237.59,15.14,53.01,0.1731,0
242.35,15.29,58.54,0.0991,0
238.82,9.17,41.46,0.1236,0
222.65,15.77,107.69,0.0617,1
218.37,19.91,56.88,0.0328,1
214.86,12.06,69.6,0.0833,0
231.69,4.33,76.71,0.0482,0
222.91,7.88,45.73,0.0852,0
218.87,12.94,71.14,0.0581,0
249.62,16.41,57.59,0.0853,0
234.86,13.25,69.22,0.0258,0
233.36,13.39,95.85,0.089,1
232.86,12.89,51.37,0.0142,0
246.19,7.79,42.77,0.1172,0
228.33,13.29,75.68,0.082,0
236.18,8.7,59.57,0.1026,0
239.03,17.82,35.89,0.0818,0
248.58,10.97,59.77,0.1632,0
229.99,14.56,69.11,0.0916,0
242.35,9.94,68.47,0.0593,0
211.72,12.57,44.84,0.0606,0
251.17,15.16,74.89,0.0956,0
234.23,16.51,37.51,0.145,0
237.55,8.94,62.18,0.107,0
217.16,12.3,48.39,0.1585,0
216.51,13.88,42.0,0.1579,0
223.54,9.91,72.09,0.0672,0
230.2,17.14,80.99,0.0597,0
227.45,9.52,47.53,0.0352,0
225.9,12.26,49.73,0.0521,0
228.03,11.61,47.03,0.2205,0
206.65,16.36,56.21,0.0632,0
234.27,17.93,79.53,0.0335,0
228.3,7.14,80.27,0.0128,0
239.51,13.49,56.71,0.0876,0
225.24,10.11,51.9,0.0249,0
226.28,19.75,39.22,0.0474,1
231.58,14.21,52.38,0.0208,0
236.84,10.82,74.28,0.0539,0
241.51,11.9,80.96,0.0704,0
229.59,17.17,67.23,0.185,0
234.29,14.84,75.03,0.0886,0
230.33,7.2,55.75,0.0195,0
227.06,12.73,68.12,0.0359,0
210.78,7.22,74.28,0.1144,0
232.06,12.83,48.12,0.0337,0
220.89,10.79,50.82,0.046,0
238.71,12.45,72.79,0.0211,0
221.32,16.19,42.18,0.0616,0
224.32,10.33,67.01,0.0288,0
221.78,16.04,68.14,0.0458,0
235.33,10.31,73.36,0.1373,0
226.97,11.94,44.18,0.0109,0
235.68,16.0,58.07,0.1014,0
203.3,11.9,41.97,0.0951,0
249.94,14.72,79.82,0.1405,0
219.9,9.72,23.93,0.0915,0
237.69,1.87,53.97,0.0146,0
235.0,14.91,64.4,0.1938,0
237.12,12.82,44.71,0.0854,0
221.82,5.84,31.85,0.1086,0
226.61,16.25,56.8,0.1866,0
233.98,12.42,54.14,0.1201,0
230.04,11.25,58.76,0.1855,0
220.91,12.2,63.55,0.054,0
235.73,14.3,65.16,0.1268,0
252.84,9.38,58.09,0.1897,0
225.78,7.88,75.79,0.1039,0
234.88,8.26,76.81,0.0951,0
232.28,15.69,49.26,0.0998,0
226.29,3.5,58.54,0.042,0
238.06,13.2,63.63,0.0644,0
237.93,7.6,38.76,0.0185,0
224.5,15.47,56.96,0.0166,0
244.33,9.01,48.58,0.1492,0
230.11,6.97,22.07,0.1321,0
240.76,0.98,61.51,0.0748,0
233.44,15.69,78.63,0.0343,0
230.4,4.55,70.07,0.1055,0
229.92,13.38,61.66,0.1176,0
236.76,12.14,54.49,0.0387,0
219.0,5.79,51.59,0.0108,0
233.71,17.62,82.62,0.0832,0
243.1,3.17,67.22,0.0967,0
235.11,17.56,74.93,0.116,0
212.53,12.14,61.33,0.1458,0
216.17,11.3,41.84,0.1862,0
230.21,8.88,67.04,0.0573,0
222.13,7.83,55.63,0.2537,0
238.9,4.84,55.79,0.0573,0
225.26,12.03,91.46,0.0721,1
235.51,10.3,46.68,0.0297,0
249.39,13.99,70.43,0.1817,0
230.23,13.19,38.75,0.2625,0
219.88,15.77,68.18,0.0783,0
233.96,12.82,69.85,0.0629,0
232.83,15.64,50.18,0.0483,0
232.5,14.27,72.49,0.0869,0
243.68,15.63,32.02,0.0312,0
218.14,7.01,66.73,0.0147,0
239.99,13.35,61.63,0.0593,0
223.94,4.76,82.34,0.1367,0
243.81,12.39,77.06,0.2155,0
208.78,11.32,69.27,0.1466,0
252.31,8.98,46.06,0.0665,0
227.29,10.15,57.37,0.0203,0
217.9,7.53,67.08,0.0746,0
239.08,15.98,50.25,0.2026,0
235.12,12.36,41.04,0.0465,0
234.53,18.75,66.54,0.1199,1
239.3,13.12,66.3,0.1066,0
230.36,12.36,92.11,0.13,1
227.07,7.64,59.68,0.0547,0
218.41,10.0,72.65,0.0899,0
228.86,5.35,49.17,0.0428,0
224.89,11.99,53.49,0.0724,0
229.92,13.92,65.62,0.1468,0
231.13,12.8,82.82,0.0473,0
247.37,10.21,59.87,0.0675,0
222.53,4.73,49.53,0.149,0
228.59,10.39,79.04,0.1126,0
225.65,12.88,74.91,0.0219,0
215.97,15.69,66.23,0.0287,0
259.12,12.71,44.08,0.0725,0
220.64,9.06,52.18,0.0368,0
233.69,8.32,52.98,0.0379,0
247.0,14.62,56.43,0.1715,0
217.61,14.27,58.15,0.1473,0
238.76,10.37,51.08,0.1442,0
214.61,14.43,53.37,0.0521,0
221.98,8.11,50.09,0.111,0
235.61,10.76,71.04,0.1882,0
227.27,8.82,31.76,0.0316,0
244.55,8.48,69.78,0.26,0
231.29,14.57,94.3,0.1424,1
235.21,11.43,64.85,0.0603,0
223.1,17.18,53.97,0.0414,0
219.61,13.09,71.46,0.167,0
218.44,13.74,56.69,0.0745,0
220.65,7.98,92.44,0.1572,1
223.05,14.79,70.98,0.0247,0
241.57,14.11,74.55,0.131,0
234.03,17.63,89.58,0.2963,1
217.22,16.02,52.01,0.0586,0
225.88,12.26,58.72,0.1198,0
229.7,14.09,55.58,0.0649,0
259.33,13.96,60.59,0.0549,0
230.09,16.9,43.84,0.0703,0
234.54,16.52,70.76,0.228,0
220.08,5.34,69.09,0.0896,0
237.21,16.88,63.87,0.01,0
243.8,8.34,83.25,0.102,0
228.49,9.85,67.16,0.0429,0
236.15,4.0,52.5,0.0958,0
235.75,19.13,44.2,0.2153,1
230.69,13.89,74.92,0.1089,0
242.91,9.05,66.39,0.047,0
222.01,14.8,58.62,0.0792,0
221.28,13.74,52.58,0.111,0
230.04,12.99,58.19,0.0342,0
226.27,8.85,62.4,0.0398,0
200.89,13.78,72.84,0.0283,0
222.69,8.84,83.3,0.1011,0
208.7,13.56,63.31,0.0214,0
226.79,9.63,67.24,0.0771,0
237.13,9.77,57.0,0.1852,0
230.54,17.48,56.99,0.028,0
231.33,7.72,41.4,0.1569,0
228.44,12.01,56.07,0.0436,0
232.12,16.45,55.22,0.0301,0
258.25,14.46,48.6,0.0807,0
226.48,16.0,72.33,0.1318,0
229.87,9.33,95.85,0.0715,1
221.35,10.12,55.86,0.0217,0
210.96,11.36,75.81,0.0947,0
232.66,14.6,53.44,0.043,0
241.32,13.27,76.69,0.2105,0
253.2,19.97,51.22,0.0766,1
228.12,11.0,71.11,0.1476,0
227.41,14.57,55.84,0.0528,0
239.36,12.94,61.55,0.1508,0
247.12,11.59,55.47,0.0131,0
217.64,16.01,64.88,0.0608,0
236.65,14.71,66.98,0.1845,0
248.28,13.14,55.97,0.0619,0
227.51,15.03,62.95,0.1114,0
218.42,14.12,42.68,0.126,0
237.85,5.51,83.15,0.0848,0
216.54,10.9,59.06,0.0903,0
241.9,13.93,41.22,0.0549,0
249.91,9.24,70.03,0.0971,0
225.0,10.22,51.48,0.1177,0
246.58,10.5,56.39,0.0068,0
236.31,9.51,73.81,0.0517,0
243.86,13.78,95.68,0.1632,1
223.5,11.12,76.74,0.1087,0
236.23,11.0,90.61,0.0655,1
232.42,8.99,49.57,0.0315,0
222.14,3.69,63.52,0.1184,0
226.48,8.79,51.88,0.0989,0
235.76,14.51,81.9,0.0445,0
218.75,18.42,78.81,0.0292,1
217.99,17.0,44.86,0.1312,0
217.23,13.91,54.32,0.0896,0
222.24,16.07,55.61,0.049,0
232.86,22.44,66.02,0.0999,1
224.93,13.82,74.53,0.0594,0
242.78,9.37,70.24,0.0273,0
215.56,13.44,61.57,0.0447,0
235.13,20.91,100.56,0.144,1
226.33,9.16,54.54,0.0291,0
228.95,13.45,50.19,0.1934,0
236.84,9.95,84.62,0.0546,0
203.66,13.14,59.23,0.0952,0
208.62,18.09,77.58,0.1232,1
229.37,15.3,51.49,0.1392,0
227.78,14.42,56.52,0.1657,0
215.72,18.48,66.39,0.1021,1
250.05,10.23,42.24,0.0519,0
218.41,13.52,69.12,0.0374,0
224.68,13.87,65.34,0.0455,0
241.5,9.66,44.1,0.0207,0
223.25,9.38,34.72,0.0468,0
221.32,12.33,33.22,0.0509,0
233.89,14.48,63.55,0.1207,0
222.57,14.28,58.88,0.04,0
233.95,12.3,69.65,0.0647,0
235.13,14.0,57.01,0.0985,0
233.79,8.89,53.47,0.0653,0
241.79,12.87,46.76,0.0484,0
226.14,18.03,46.15,0.0764,1
224.96,9.32,66.41,0.2188,0
229.14,7.99,47.82,0.1544,0
201.7,11.96,52.87,0.081,0
232.14,17.27,63.91,0.0109,0
226.7,18.29,40.8,0.176,1
233.82,5.29,79.03,0.1692,0
221.04,8.44,42.51,0.1638,0
243.45,5.47,69.65,0.023,0
227.92,15.52,53.63,0.0498,0
238.36,18.51,85.27,0.1331,1
224.93,10.41,53.25,0.0288,0
234.67,13.44,52.38,0.1424,0
214.45,15.76,78.74,0.106,0
208.03,12.14,54.54,0.1376,0
227.93,17.09,22.72,0.0536,0
229.8,16.75,84.3,0.0701,0
229.04,6.69,94.16,0.0522,1
227.11,16.68,82.08,0.0464,0
225.98,10.37,71.56,0.0229,0
236.75,14.71,77.75,0.0358,0
247.84,8.91,78.07,0.0405,0
255.87,10.79,75.28,0.0467,0
240.94,21.37,60.0,0.0322,1
207.12,9.43,66.82,0.0112,0
240.51,9.5,47.08,0.022,0
240.38,11.34,71.12,0.1359,0
228.99,-0.19,88.05,0.2163,1
239.27,14.4,31.28,0.16,0
233.6,9.51,29.32,0.1156,0
229.85,4.73,48.29,0.0692,0
232.53,3.65,54.2,0.1153,0
224.46,14.31,44.22,0.0773,0
211.6,10.62,41.71,0.1475,0
211.23,19.86,69.85,0.1251,1
239.17,21.69,63.43,0.095,1
219.74,7.25,43.87,0.046,0
214.7,4.7,49.15,0.0834,0
214.5,15.28,66.69,0.0523,0
225.24,9.15,61.88,0.0874,0
245.16,9.07,51.07,0.0727,0
228.55,11.82,68.67,0.1003,0
215.69,7.54,39.83,0.1099,0
244.82,0.75,52.24,0.0695,0
233.27,12.21,36.1,0.0729,0
226.53,9.07,58.96,0.024,0
234.85,8.39,51.9,0.0305,0
230.12,7.03,52.09,0.0816,0
222.83,14.23,55.34,0.0589,0
224.53,10.49,67.16,0.0846,0
217.63,12.9,66.19,0.0733,0
225.3,10.44,28.27,0.0303,0
239.3,9.1,84.41,0.2713,0
239.03,11.73,31.4,0.075,0
228.24,4.84,60.64,0.071,0
228.35,11.44,50.49,0.0104,0
219.67,16.01,59.74,0.0209,0
233.96,12.11,48.05,0.0641,0
216.17,5.33,71.43,0.1075,0
238.32,9.94,45.27,0.0473,0
234.19,5.38,86.51,0.1329,1
227.35,7.4,49.03,0.1009,0
234.35,12.1,56.9,0.1293,0
226.59,5.78,75.67,0.0745,0
231.89,12.21,72.52,0.2295,0
232.15,8.2,41.45,0.0755,0
241.67,11.37,82.83,0.0532,0
234.89,16.07,35.92,0.116,0
240.49,14.07,97.19,0.0862,1
233.93,11.08,48.57,0.0573,0
229.43,13.34,72.09,0.0183,0
235.15,11.05,36.52,0.1292,0
233.45,11.56,41.22,0.0197,0
226.39,17.29,45.74,0.0655,0
215.92,12.15,83.63,0.1899,0
224.78,7.66,73.98,0.0114,0
224.7,5.9,85.07,0.1246,1
235.55,12.86,82.39,0.0225,0
229.35,7.84,59.85,0.1143,0
221.87,8.98,105.97,0.0893,1
228.35,15.5,57.92,0.0498,0
226.79,12.85,71.57,0.0913,0
220.81,9.61,50.69,0.05,0
244.67,13.29,62.5,0.1202,0
228.14,6.59,45.91,0.0771,0
222.08,23.09,44.78,0.1416,1
213.38,7.5,61.8,0.1577,0
230.87,9.03,51.97,0.0438,0
235.18,13.39,58.02,0.0323,0
223.48,15.73,62.57,0.0412,0
231.4,7.56,59.99,0.0498,0
219.09,12.51,56.15,0.1426,0
227.71,10.04,65.87,0.0443,0
240.85,6.02,35.84,0.0271,0
227.67,8.13,58.04,0.0624,0
223.56,9.77,70.66,0.1732,0
243.42,12.4,32.52,0.0877,0
231.98,9.68,66.77,0.139,0
